student_id,year,policy,demographic,overall_satisfaction,academic_satisfaction,social_satisfaction,diversity_satisfaction,career_prep_satisfaction
65,2024,Merit-Based Admissions,Asian,4,3,4,3,5
66,2024,Merit-Based Admissions,White,5,4,4,3,5
67,2024,Merit-Based Admissions,Black,4,5,3,4,3
68,2024,Merit-Based Admissions,Asian,4,5,1,3,5
69,2024,Merit-Based Admissions,Asian,3,5,3,4,2
70,2024,Merit-Based Admissions,Asian,2,4,2,4,1
71,2024,Merit-Based Admissions,Asian,4,3,5,4,3
72,2024,Merit-Based Admissions,Hispanic,4,5,3,2,5
73,2024,Merit-Based Admissions,White,3,3,3,3,1
74,2024,Merit-Based Admissions,Hispanic,3,3,4,1,3
75,2024,Merit-Based Admissions,White,4,1,2,4,5
76,2024,Merit-Based Admissions,White,3,5,3,2,2
77,2024,Merit-Based Admissions,White,4,3,4,5,4
78,2024,Merit-Based Admissions,White,5,5,5,3,5
79,2024,Merit-Based Admissions,White,3,2,3,3,5
80,2024,Merit-Based Admissions,Asian,4,5,2,4,5
81,2024,Merit-Based Admissions,White,2,3,5,3,1
82,2024,Merit-Based Admissions,White,4,5,4,3,1
83,2024,Merit-Based Admissions,Asian,4,4,3,3,5
84,2024,Merit-Based Admissions,White,2,3,2,3,1
85,2024,Merit-Based Admissions,Asian,4,5,4,3,3
86,2024,Merit-Based Admissions,White,4,2,5,3,5
87,2024,Merit-Based Admissions,White,3,3,4,3,2
88,2024,Merit-Based Admissions,Other,3,5,4,3,1
89,2024,Merit-Based Admissions,White,3,2,3,3,4
90,2024,Merit-Based Admissions,Asian,4,4,5,3,1
91,2024,Merit-Based Admissions,Asian,4,1,5,3,5
92,2024,Merit-Based Admissions,White,3,5,4,4,1
93,2024,Merit-Based Admissions,Asian,3,5,4,2,3
94,2024,Merit-Based Admissions,Hispanic,3,5,4,1,2
95,2024,Merit-Based Admissions,White,2,1,5,2,1
96,2024,Merit-Based Admissions,Asian,3,3,4,4,1
97,2024,Merit-Based Admissions,White,3,5,5,3,1
98,2024,Merit-Based Admissions,White,3,4,5,4,1
99,2024,Merit-Based Admissions,Asian,2,4,4,2,1
100,2024,Merit-Based Admissions,White,3,5,4,3,1
101,2024,Merit-Based Admissions,Black,4,4,5,4,5
102,2024,Merit-Based Admissions,White,3,4,3,2,4
103,2024,Merit-Based Admissions,White,5,3,4,3,5
104,2024,Merit-Based Admissions,Asian,4,5,5,1,3
105,2024,Merit-Based Admissions,White,3,2,4,2,2
106,2024,Merit-Based Admissions,Asian,3,4,4,2,4
107,2024,Merit-Based Admissions,White,3,1,4,4,4
108,2024,Merit-Based Admissions,White,3,2,4,2,2
109,2024,Merit-Based Admissions,Asian,4,4,5,3,3
110,2024,Merit-Based Admissions,Other,4,4,4,4,2
111,2024,Merit-Based Admissions,Asian,3,4,4,4,1
112,2024,Merit-Based Admissions,White,4,5,1,3,4
113,2024,Merit-Based Admissions,Hispanic,3,5,3,1,3
114,2024,Merit-Based Admissions,White,3,1,4,4,2
115,2024,Merit-Based Admissions,Asian,4,4,5,4,2
116,2024,Merit-Based Admissions,White,3,3,4,3,3
117,2024,Merit-Based Admissions,Hispanic,4,5,3,5,1
118,2024,Merit-Based Admissions,White,3,1,5,5,3
119,2024,Merit-Based Admissions,White,5,5,4,3,5
120,2024,Merit-Based Admissions,Hispanic,3,3,5,4,1
121,2024,Merit-Based Admissions,White,3,2,4,1,4
122,2024,Merit-Based Admissions,White,3,3,4,2,2
123,2024,Merit-Based Admissions,Asian,4,5,3,3,3
124,2024,Merit-Based Admissions,White,3,1,3,1,5
125,2024,Merit-Based Admissions,White,3,2,2,4,4
126,2024,Merit-Based Admissions,White,4,4,5,2,3
127,2024,Merit-Based Admissions,Asian,4,5,5,3,5
128,2024,Merit-Based Admissions,White,5,4,4,3,5
129,2024,Merit-Based Admissions,Asian,4,5,4,3,5
130,2024,Merit-Based Admissions,White,3,1,4,4,3
131,2024,Merit-Based Admissions,White,5,5,5,3,4
132,2024,Merit-Based Admissions,White,4,3,4,4,5
133,2024,Merit-Based Admissions,Asian,4,5,2,3,5
134,2024,Merit-Based Admissions,Hispanic,2,2,4,2,1
135,2024,Merit-Based Admissions,White,3,3,4,1,3
136,2024,Merit-Based Admissions,White,5,4,3,5,5
137,2024,Merit-Based Admissions,White,3,2,3,3,4
138,2024,Merit-Based Admissions,Asian,4,5,2,4,3
139,2024,Merit-Based Admissions,White,4,5,4,5,1
140,2024,Merit-Based Admissions,Asian,3,5,3,3,3
141,2024,Merit-Based Admissions,White,3,4,3,3,3
142,2024,Merit-Based Admissions,White,2,1,3,1,4
143,2024,Merit-Based Admissions,White,2,1,2,1,4
144,2024,Merit-Based Admissions,White,3,3,3,4,3
145,2024,Merit-Based Admissions,Asian,3,5,2,2,3
146,2024,Merit-Based Admissions,White,4,5,5,4,1
147,2024,Merit-Based Admissions,Black,4,4,3,3,5
148,2024,Merit-Based Admissions,White,4,2,5,5,2
149,2024,Merit-Based Admissions,White,4,2,3,4,5
150,2024,Merit-Based Admissions,White,5,3,5,4,5
151,2024,Merit-Based Admissions,Asian,3,4,4,3,3
152,2024,Merit-Based Admissions,Asian,4,5,5,3,5
153,2024,Merit-Based Admissions,White,5,4,4,3,5
154,2024,Merit-Based Admissions,Asian,4,3,5,2,5
155,2024,Merit-Based Admissions,Hispanic,3,4,3,3,2
156,2024,Merit-Based Admissions,White,4,4,3,2,5
157,2024,Merit-Based Admissions,White,3,4,4,3,3
158,2024,Merit-Based Admissions,Asian,4,5,5,3,2
159,2024,Merit-Based Admissions,White,3,1,5,4,4
160,2024,Merit-Based Admissions,White,4,5,5,2,3
161,2024,Merit-Based Admissions,White,4,4,4,3,5
162,2024,Merit-Based Admissions,White,4,5,5,3,5
163,2024,Merit-Based Admissions,White,2,3,3,3,1
164,2024,Merit-Based Admissions,Asian,4,3,3,3,5
165,2024,Merit-Based Admissions,Asian,4,5,1,3,5
166,2024,Merit-Based Admissions,White,4,5,2,3,3
167,2024,Merit-Based Admissions,White,5,5,4,4,5
168,2024,Merit-Based Admissions,Black,4,4,5,4,5
169,2024,Merit-Based Admissions,Asian,3,1,4,3,4
170,2024,Merit-Based Admissions,White,3,1,5,3,4
171,2024,Merit-Based Admissions,White,3,5,4,1,1
172,2024,Merit-Based Admissions,Asian,2,2,4,2,1
173,2024,Merit-Based Admissions,Asian,3,2,4,5,1
174,2024,Merit-Based Admissions,White,4,4,2,4,4
175,2024,Merit-Based Admissions,White,4,3,5,3,3
176,2024,Merit-Based Admissions,Hispanic,5,5,5,4,5
177,2024,Merit-Based Admissions,White,4,5,5,2,4
178,2024,Merit-Based Admissions,White,4,5,5,3,3
179,2024,Merit-Based Admissions,Asian,4,5,5,4,3
180,2024,Merit-Based Admissions,Asian,4,5,4,2,3
181,2024,Merit-Based Admissions,White,4,4,5,4,3
182,2024,Merit-Based Admissions,Hispanic,3,5,4,2,2
183,2024,Merit-Based Admissions,White,3,4,4,4,3
184,2024,Merit-Based Admissions,Asian,3,5,5,3,1
185,2024,Merit-Based Admissions,White,3,5,2,2,4
186,2024,Merit-Based Admissions,White,4,2,3,3,5
187,2024,Merit-Based Admissions,Asian,3,2,3,2,5
188,2024,Merit-Based Admissions,Asian,3,5,4,3,1
189,2024,Merit-Based Admissions,White,2,3,3,3,2
190,2024,Merit-Based Admissions,White,2,2,4,4,1
191,2024,Merit-Based Admissions,Hispanic,3,2,4,2,4
192,2024,Merit-Based Admissions,Asian,4,5,4,1,4
193,2024,Merit-Based Admissions,Asian,5,3,4,3,5
194,2024,Merit-Based Admissions,Hispanic,4,5,5,2,2
195,2024,Merit-Based Admissions,Hispanic,3,1,3,3,5
196,2024,Merit-Based Admissions,Asian,2,1,2,2,3
197,2024,Merit-Based Admissions,White,3,4,4,1,3
198,2024,Merit-Based Admissions,White,5,5,4,4,5
199,2024,Merit-Based Admissions,Asian,3,3,3,4,3
200,2024,Merit-Based Admissions,White,4,4,5,4,5
201,2024,Merit-Based Admissions,Hispanic,2,3,2,2,2
202,2024,Merit-Based Admissions,Black,3,2,3,4,4
203,2024,Merit-Based Admissions,Asian,4,2,4,3,5
204,2024,Merit-Based Admissions,Asian,3,5,3,1,3
205,2024,Merit-Based Admissions,White,3,3,5,2,3
206,2024,Merit-Based Admissions,Hispanic,4,5,5,3,3
207,2024,Merit-Based Admissions,Asian,3,3,2,4,5
208,2024,Merit-Based Admissions,Asian,2,1,4,3,2
209,2024,Merit-Based Admissions,White,3,5,3,4,1
210,2024,Merit-Based Admissions,White,3,3,5,3,3
211,2024,Merit-Based Admissions,White,2,1,2,3,3
212,2024,Merit-Based Admissions,White,4,4,4,2,4
213,2024,Merit-Based Admissions,White,4,4,3,4,5
214,2024,Merit-Based Admissions,Asian,4,5,3,4,3
215,2024,Merit-Based Admissions,White,5,5,4,3,5
216,2024,Merit-Based Admissions,White,4,4,5,3,4
217,2024,Merit-Based Admissions,Asian,4,4,5,4,3
218,2024,Merit-Based Admissions,Asian,4,3,4,3,4
219,2024,Merit-Based Admissions,White,3,3,2,3,3
220,2024,Merit-Based Admissions,Asian,5,5,5,2,5
221,2024,Merit-Based Admissions,White,3,5,3,3,1
222,2024,Merit-Based Admissions,White,5,5,5,3,3
223,2024,Merit-Based Admissions,Black,3,5,4,2,3
224,2024,Merit-Based Admissions,Hispanic,3,4,3,3,2
225,2024,Merit-Based Admissions,White,4,4,5,4,5
226,2024,Merit-Based Admissions,White,3,4,2,3,4
227,2024,Merit-Based Admissions,White,4,4,5,3,3
228,2024,Merit-Based Admissions,Asian,3,4,4,2,1
229,2024,Merit-Based Admissions,Asian,5,5,5,3,5
230,2024,Merit-Based Admissions,Hispanic,3,4,4,2,1
231,2024,Merit-Based Admissions,Asian,3,2,4,4,1
232,2024,Merit-Based Admissions,Asian,4,5,4,4,2
233,2024,Merit-Based Admissions,White,4,4,3,4,4
234,2024,Merit-Based Admissions,White,4,4,5,2,3
235,2024,Merit-Based Admissions,White,5,5,5,3,5
236,2024,Merit-Based Admissions,White,3,5,5,2,2
237,2024,Merit-Based Admissions,Asian,4,4,3,2,5
238,2024,Merit-Based Admissions,Hispanic,5,5,5,3,5
239,2024,Merit-Based Admissions,White,2,4,3,4,1
240,2024,Merit-Based Admissions,Asian,3,2,5,2,5
241,2024,Merit-Based Admissions,Asian,3,1,3,4,4
242,2024,Merit-Based Admissions,Hispanic,3,5,4,3,1
243,2024,Merit-Based Admissions,Hispanic,4,5,5,3,3
244,2024,Merit-Based Admissions,White,3,2,3,4,3
245,2024,Merit-Based Admissions,Asian,3,4,3,5,2
246,2024,Merit-Based Admissions,White,4,3,3,5,3
247,2024,Merit-Based Admissions,Asian,5,4,4,5,5
248,2024,Merit-Based Admissions,Asian,3,4,5,2,1
249,2024,Merit-Based Admissions,White,3,2,5,5,1
250,2024,Merit-Based Admissions,Asian,4,3,5,4,4
251,2024,Merit-Based Admissions,White,3,4,3,1,3
252,2024,Merit-Based Admissions,White,3,3,3,2,4
253,2024,Merit-Based Admissions,Asian,3,3,5,4,2
254,2024,Merit-Based Admissions,White,3,1,3,2,5
255,2024,Merit-Based Admissions,White,3,4,4,2,2
256,2024,Merit-Based Admissions,White,4,4,4,3,4
257,2024,Merit-Based Admissions,White,5,5,5,2,5
258,2024,Merit-Based Admissions,Asian,5,4,5,3,5
259,2024,Merit-Based Admissions,Asian,3,3,5,4,1
260,2024,Merit-Based Admissions,White,4,5,4,4,2
261,2024,Merit-Based Admissions,Asian,4,2,5,2,5
262,2024,Merit-Based Admissions,White,3,4,1,2,3
263,2024,Merit-Based Admissions,Asian,4,5,3,4,4
264,2024,Merit-Based Admissions,Hispanic,3,5,3,2,2
265,2024,Merit-Based Admissions,White,4,4,5,3,4
266,2024,Merit-Based Admissions,Hispanic,5,4,5,3,5
267,2024,Merit-Based Admissions,White,4,5,4,3,5
268,2024,Merit-Based Admissions,White,3,4,5,2,1
269,2024,Merit-Based Admissions,White,3,5,3,2,4
270,2024,Merit-Based Admissions,Asian,4,5,1,3,5
271,2024,Merit-Based Admissions,White,4,4,5,3,4
272,2024,Merit-Based Admissions,Asian,3,1,4,3,5
273,2024,Merit-Based Admissions,Asian,4,5,3,3,5
274,2024,Merit-Based Admissions,White,4,5,4,1,4
275,2024,Merit-Based Admissions,Hispanic,4,5,3,2,5
276,2024,Merit-Based Admissions,Hispanic,4,5,5,4,2
277,2024,Merit-Based Admissions,Asian,2,1,3,2,4
278,2024,Merit-Based Admissions,White,5,5,5,4,5
279,2024,Merit-Based Admissions,White,4,5,5,5,3
280,2024,Merit-Based Admissions,Asian,5,5,4,3,3
281,2024,Merit-Based Admissions,White,4,5,3,4,5
282,2024,Merit-Based Admissions,White,3,2,5,3,2
283,2024,Merit-Based Admissions,White,5,4,5,5,5
284,2024,Merit-Based Admissions,Hispanic,3,5,2,3,1
285,2024,Merit-Based Admissions,Asian,4,1,5,2,5
286,2024,Merit-Based Admissions,White,5,5,5,2,5
287,2024,Merit-Based Admissions,Asian,5,5,5,3,4
288,2024,Merit-Based Admissions,Asian,3,2,4,3,3
289,2024,Merit-Based Admissions,Asian,4,5,5,2,3
290,2024,Merit-Based Admissions,White,4,2,3,4,5
291,2024,Merit-Based Admissions,Hispanic,4,5,5,2,1
292,2024,Merit-Based Admissions,White,5,2,5,5,5
293,2024,Merit-Based Admissions,Asian,5,5,3,3,5
294,2024,Merit-Based Admissions,Hispanic,4,5,2,3,4
295,2024,Merit-Based Admissions,Other,3,4,5,3,1
296,2024,Merit-Based Admissions,White,5,5,5,4,5
297,2024,Merit-Based Admissions,Asian,2,4,1,3,1
298,2024,Merit-Based Admissions,White,5,5,5,4,3
299,2024,Merit-Based Admissions,Asian,4,4,5,4,2
300,2024,Merit-Based Admissions,Asian,4,4,4,2,5
301,2024,Merit-Based Admissions,Asian,2,4,5,2,1
302,2024,Merit-Based Admissions,White,3,3,4,1,2
303,2024,Merit-Based Admissions,White,4,5,4,4,3
304,2024,Merit-Based Admissions,White,3,2,3,3,5
305,2024,Merit-Based Admissions,White,3,4,1,1,5
306,2024,Merit-Based Admissions,White,5,5,3,4,4
307,2024,Merit-Based Admissions,White,5,5,4,2,5
308,2024,Merit-Based Admissions,White,4,3,5,4,4
309,2024,Merit-Based Admissions,Asian,4,4,4,2,5
310,2024,Merit-Based Admissions,White,5,5,3,2,5
311,2024,Merit-Based Admissions,Asian,4,4,5,2,5
312,2024,Merit-Based Admissions,White,4,5,2,2,5
313,2024,Merit-Based Admissions,Asian,4,5,2,4,4
314,2024,Merit-Based Admissions,Hispanic,3,2,4,4,1
315,2024,Merit-Based Admissions,Hispanic,5,5,5,3,5
316,2024,Merit-Based Admissions,Asian,3,4,3,4,3
317,2024,Merit-Based Admissions,Hispanic,4,5,5,3,2
318,2024,Merit-Based Admissions,Hispanic,4,4,3,3,3
319,2024,Merit-Based Admissions,Other,2,1,4,1,2
320,2024,Merit-Based Admissions,White,2,2,3,3,1
321,2024,Merit-Based Admissions,White,3,2,5,3,1
322,2024,Merit-Based Admissions,Asian,5,5,5,2,5
323,2024,Merit-Based Admissions,Asian,4,5,5,4,2
324,2024,Merit-Based Admissions,White,4,5,5,2,1
325,2024,Merit-Based Admissions,Asian,3,4,4,2,3
326,2024,Merit-Based Admissions,White,5,4,5,4,4
327,2024,Merit-Based Admissions,White,3,4,5,1,2
328,2024,Merit-Based Admissions,Hispanic,4,5,5,4,1
329,2024,Merit-Based Admissions,White,4,3,5,4,2
330,2024,Merit-Based Admissions,White,4,4,4,2,5
331,2024,Merit-Based Admissions,White,4,5,4,4,2
332,2024,Merit-Based Admissions,White,4,5,5,2,5
333,2024,Merit-Based Admissions,Black,4,4,5,3,2
334,2024,Merit-Based Admissions,White,3,5,3,3,3
335,2024,Merit-Based Admissions,White,3,4,4,2,1
336,2024,Merit-Based Admissions,Hispanic,3,5,5,4,1
337,2024,Merit-Based Admissions,White,5,5,5,3,4
338,2024,Merit-Based Admissions,Asian,5,5,5,3,5
339,2024,Merit-Based Admissions,Hispanic,3,4,3,3,3
340,2024,Merit-Based Admissions,Hispanic,4,3,5,4,5
341,2024,Merit-Based Admissions,White,3,5,2,2,3
342,2024,Merit-Based Admissions,Asian,3,5,4,1,2
343,2024,Merit-Based Admissions,White,5,5,4,2,5
344,2024,Merit-Based Admissions,Asian,3,4,3,3,3
345,2024,Merit-Based Admissions,Asian,5,3,5,3,5
346,2024,Merit-Based Admissions,White,3,3,3,1,4
347,2024,Merit-Based Admissions,Asian,3,4,3,3,3
348,2024,Merit-Based Admissions,Hispanic,4,5,4,4,4
349,2024,Merit-Based Admissions,Asian,4,5,2,3,5
350,2024,Merit-Based Admissions,Asian,3,5,3,1,1
351,2024,Merit-Based Admissions,White,4,1,4,4,5
352,2024,Merit-Based Admissions,White,4,5,3,2,5
353,2024,Merit-Based Admissions,Hispanic,4,3,4,4,4
354,2024,Merit-Based Admissions,Asian,4,2,5,4,5
355,2024,Merit-Based Admissions,White,4,4,4,3,5
356,2024,Merit-Based Admissions,White,3,2,5,3,1
357,2024,Merit-Based Admissions,Asian,4,2,5,4,4
358,2024,Merit-Based Admissions,Hispanic,3,1,1,3,5
359,2024,Merit-Based Admissions,Asian,3,2,4,4,4
360,2024,Merit-Based Admissions,Asian,4,4,5,3,3
361,2024,Merit-Based Admissions,White,3,4,4,1,3
362,2024,Merit-Based Admissions,Asian,4,5,2,4,5
363,2024,Merit-Based Admissions,Other,3,5,4,1,2
364,2024,Merit-Based Admissions,Hispanic,4,5,5,4,4
365,2024,Merit-Based Admissions,Asian,4,5,5,1,4
366,2024,Merit-Based Admissions,Asian,4,5,4,3,2
367,2024,Merit-Based Admissions,Asian,2,2,4,3,2
368,2024,Merit-Based Admissions,White,3,1,4,2,5
369,2024,Merit-Based Admissions,Hispanic,2,3,4,2,1
370,2024,Merit-Based Admissions,White,4,4,4,2,5
371,2024,Merit-Based Admissions,White,3,4,3,2,4
372,2024,Merit-Based Admissions,White,4,5,4,4,4
373,2024,Merit-Based Admissions,White,3,5,1,2,4
374,2024,Merit-Based Admissions,White,3,4,2,2,4
375,2024,Merit-Based Admissions,Hispanic,3,1,1,3,5
376,2024,Merit-Based Admissions,Asian,3,2,5,4,2
377,2024,Merit-Based Admissions,Asian,4,2,5,5,2
378,2024,Merit-Based Admissions,Black,5,2,5,2,5
379,2024,Merit-Based Admissions,Asian,3,2,4,2,3
380,2024,Merit-Based Admissions,White,3,3,5,2,1
381,2024,Merit-Based Admissions,White,4,4,5,2,4
382,2024,Merit-Based Admissions,White,4,4,4,3,5
383,2024,Merit-Based Admissions,White,3,3,3,2,5
384,2024,Merit-Based Admissions,Asian,4,4,4,4,5
385,2024,Merit-Based Admissions,Asian,2,2,4,4,1
386,2024,Merit-Based Admissions,Asian,2,1,5,4,1
387,2024,Merit-Based Admissions,White,4,4,5,4,2
388,2024,Merit-Based Admissions,White,3,1,5,2,2
389,2024,Merit-Based Admissions,Asian,3,2,5,2,2
390,2024,Merit-Based Admissions,White,2,5,2,2,1
391,2024,Merit-Based Admissions,Asian,2,2,3,2,2
392,2024,Merit-Based Admissions,White,3,2,4,3,4
393,2024,Merit-Based Admissions,Asian,4,5,3,4,5
394,2024,Merit-Based Admissions,Hispanic,3,3,3,2,3
395,2024,Merit-Based Admissions,White,2,1,4,4,3
396,2024,Merit-Based Admissions,White,3,2,2,2,5
397,2024,Merit-Based Admissions,White,2,1,4,3,1
398,2024,Merit-Based Admissions,White,4,2,5,4,4
399,2024,Merit-Based Admissions,Hispanic,2,1,2,2,1
400,2024,Merit-Based Admissions,Asian,3,4,3,3,3
401,2024,Merit-Based Admissions,Asian,3,1,3,4,4
402,2024,Merit-Based Admissions,White,4,5,5,3,2
403,2024,Merit-Based Admissions,Hispanic,4,1,5,3,5
404,2024,Merit-Based Admissions,Asian,5,5,3,3,4
405,2024,Merit-Based Admissions,White,5,5,5,3,5
406,2024,Merit-Based Admissions,White,3,2,4,1,4
407,2024,Merit-Based Admissions,Asian,4,2,3,4,5
408,2024,Merit-Based Admissions,Asian,5,5,4,3,5
409,2024,Merit-Based Admissions,White,4,4,5,3,3
410,2024,Merit-Based Admissions,Asian,3,1,3,2,4
411,2024,Merit-Based Admissions,White,4,5,3,3,4
412,2024,Merit-Based Admissions,White,3,2,3,3,3
413,2024,Merit-Based Admissions,White,2,2,3,4,1
414,2024,Merit-Based Admissions,Asian,5,5,4,4,5
415,2024,Merit-Based Admissions,Asian,4,5,3,3,5
416,2024,Merit-Based Admissions,Asian,3,4,4,3,2
417,2024,Merit-Based Admissions,White,4,4,3,3,4
418,2024,Merit-Based Admissions,Asian,3,4,5,2,1
419,2024,Merit-Based Admissions,Asian,3,5,3,3,2
420,2024,Merit-Based Admissions,White,4,5,4,2,5
421,2024,Merit-Based Admissions,White,3,4,1,2,4
422,2024,Merit-Based Admissions,White,3,4,3,3,1
423,2024,Merit-Based Admissions,White,5,5,5,5,5
424,2024,Merit-Based Admissions,Hispanic,4,2,5,3,5
425,2024,Merit-Based Admissions,Asian,3,4,2,2,3
426,2024,Merit-Based Admissions,Asian,4,2,4,4,5
427,2024,Merit-Based Admissions,White,3,4,3,3,3
428,2024,Merit-Based Admissions,Asian,5,5,4,2,4
429,2024,Merit-Based Admissions,Asian,4,5,3,3,5
430,2024,Merit-Based Admissions,Asian,4,5,5,1,5
431,2024,Merit-Based Admissions,White,2,1,4,2,3
432,2024,Merit-Based Admissions,White,4,5,5,2,4
433,2024,Merit-Based Admissions,Hispanic,2,3,3,3,1
434,2024,Merit-Based Admissions,Hispanic,3,1,4,4,2
435,2024,Merit-Based Admissions,White,3,2,3,3,4
436,2024,Merit-Based Admissions,White,3,3,3,2,4
437,2024,Merit-Based Admissions,White,4,5,4,4,3
438,2024,Merit-Based Admissions,White,3,3,4,3,4
439,2024,Merit-Based Admissions,White,4,2,3,4,5
440,2024,Merit-Based Admissions,White,4,5,2,3,4
441,2024,Merit-Based Admissions,Asian,3,1,4,2,4
442,2024,Merit-Based Admissions,White,4,5,4,3,5
443,2024,Merit-Based Admissions,White,3,3,3,3,3
444,2024,Merit-Based Admissions,Asian,4,4,4,2,5
445,2024,Merit-Based Admissions,Asian,5,5,5,4,5
446,2024,Merit-Based Admissions,Hispanic,4,5,5,3,1
447,2024,Merit-Based Admissions,Asian,4,4,4,2,4
448,2024,Merit-Based Admissions,Asian,4,3,5,3,4
449,2024,Merit-Based Admissions,Asian,4,1,4,4,5
450,2024,Merit-Based Admissions,White,4,5,5,2,4
451,2024,Merit-Based Admissions,Asian,4,4,5,5,4
452,2024,Merit-Based Admissions,Asian,4,5,3,2,5
453,2024,Merit-Based Admissions,Asian,3,4,5,3,1
454,2024,Merit-Based Admissions,White,4,3,5,4,4
455,2024,Merit-Based Admissions,White,2,2,4,2,1
456,2024,Merit-Based Admissions,White,4,2,5,3,3
457,2024,Merit-Based Admissions,Asian,3,4,5,1,1
458,2024,Merit-Based Admissions,White,3,1,5,2,2
459,2024,Merit-Based Admissions,Asian,3,1,4,3,5
460,2024,Merit-Based Admissions,White,3,1,3,3,3
461,2024,Merit-Based Admissions,Asian,5,5,5,4,5
462,2024,Merit-Based Admissions,White,4,2,5,2,3
463,2024,Merit-Based Admissions,White,4,4,5,3,4
464,2024,Merit-Based Admissions,White,3,5,3,4,1
465,2024,Merit-Based Admissions,Asian,4,5,4,2,1
466,2024,Merit-Based Admissions,White,3,1,3,3,5
467,2024,Merit-Based Admissions,White,4,5,2,3,3
468,2024,Merit-Based Admissions,White,4,3,5,3,4
469,2024,Merit-Based Admissions,Asian,4,4,3,5,5
470,2024,Merit-Based Admissions,Asian,3,5,1,3,4
471,2024,Merit-Based Admissions,Asian,5,5,5,2,5
472,2024,Merit-Based Admissions,Other,5,5,5,3,4
473,2024,Merit-Based Admissions,Asian,4,4,5,3,4
474,2024,Merit-Based Admissions,White,4,5,4,2,4
475,2024,Merit-Based Admissions,Asian,4,5,3,3,4
476,2024,Merit-Based Admissions,White,5,5,4,2,5
477,2024,Merit-Based Admissions,Asian,5,5,4,4,3
478,2024,Merit-Based Admissions,Hispanic,3,1,4,2,4
479,2024,Merit-Based Admissions,White,3,2,5,4,3
480,2024,Merit-Based Admissions,White,1,1,2,3,1
481,2024,Merit-Based Admissions,Hispanic,4,3,3,4,5
482,2024,Merit-Based Admissions,Asian,5,5,5,4,5
483,2024,Merit-Based Admissions,Hispanic,2,1,5,5,1
484,2024,Merit-Based Admissions,Asian,4,5,4,4,4
485,2024,Merit-Based Admissions,Other,2,1,3,2,1
486,2024,Merit-Based Admissions,White,4,5,4,3,2
487,2024,Merit-Based Admissions,White,4,4,5,4,1
488,2024,Merit-Based Admissions,White,2,2,5,2,1
489,2024,Merit-Based Admissions,White,4,2,5,3,4
490,2024,Merit-Based Admissions,Asian,3,4,2,5,3
491,2024,Merit-Based Admissions,Asian,5,5,5,3,3
492,2024,Merit-Based Admissions,Asian,3,4,2,2,2
493,2024,Merit-Based Admissions,Asian,3,4,3,3,2
494,2024,Merit-Based Admissions,White,4,3,5,3,4
495,2024,Merit-Based Admissions,Asian,3,2,5,4,2
496,2024,Merit-Based Admissions,White,5,5,2,3,5
497,2024,Merit-Based Admissions,Hispanic,4,5,5,1,5
498,2024,Merit-Based Admissions,White,3,4,3,2,4
499,2024,Merit-Based Admissions,White,3,1,5,2,4
500,2024,Merit-Based Admissions,Black,5,5,4,1,5
501,2024,Merit-Based Admissions,Asian,4,5,5,1,3
502,2024,Merit-Based Admissions,Asian,5,5,5,4,4
503,2024,Merit-Based Admissions,Asian,4,5,4,2,3
504,2024,Merit-Based Admissions,White,5,5,5,2,5
505,2024,Merit-Based Admissions,White,3,2,4,1,4
506,2024,Merit-Based Admissions,White,2,1,5,3,2
507,2024,Merit-Based Admissions,Hispanic,2,2,4,2,1
508,2024,Merit-Based Admissions,White,3,3,1,3,2
509,2024,Merit-Based Admissions,Hispanic,4,4,3,4,5
510,2024,Merit-Based Admissions,Asian,4,4,5,3,5
511,2024,Merit-Based Admissions,Asian,3,4,2,1,3
512,2024,Merit-Based Admissions,White,3,4,3,2,3
513,2024,Merit-Based Admissions,White,4,4,3,3,5
514,2024,Merit-Based Admissions,White,2,3,3,2,1
515,2024,Merit-Based Admissions,White,3,3,3,4,3
516,2024,Merit-Based Admissions,Black,3,3,4,3,3
517,2024,Merit-Based Admissions,Asian,2,1,4,3,1
518,2024,Merit-Based Admissions,White,5,5,5,3,5
519,2024,Merit-Based Admissions,White,5,5,4,4,5
520,2024,Merit-Based Admissions,White,5,5,5,5,5
521,2024,Merit-Based Admissions,Asian,4,5,5,3,5
522,2024,Merit-Based Admissions,Asian,4,4,4,4,4
523,2024,Merit-Based Admissions,Asian,3,2,3,2,3
524,2024,Merit-Based Admissions,White,5,4,5,5,4
525,2024,Merit-Based Admissions,White,3,3,4,2,3
526,2024,Merit-Based Admissions,White,3,3,2,2,5
527,2024,Merit-Based Admissions,Asian,3,4,4,2,2
528,2024,Merit-Based Admissions,Asian,4,3,5,4,5
529,2024,Merit-Based Admissions,Asian,3,5,4,1,2
530,2024,Merit-Based Admissions,White,4,5,5,2,2
531,2024,Merit-Based Admissions,Black,2,1,3,2,2
532,2024,Merit-Based Admissions,Asian,4,5,2,2,4
533,2024,Merit-Based Admissions,Asian,4,3,4,3,5
534,2024,Merit-Based Admissions,White,4,2,5,2,5
535,2024,Merit-Based Admissions,Asian,3,3,4,3,3
536,2024,Merit-Based Admissions,White,3,3,3,2,5
537,2024,Merit-Based Admissions,Black,4,5,5,1,4
538,2024,Merit-Based Admissions,Hispanic,3,3,3,4,4
539,2024,Merit-Based Admissions,Asian,5,5,5,4,5
540,2024,Merit-Based Admissions,White,4,1,5,4,4
541,2024,Merit-Based Admissions,White,4,3,4,4,4
