student_id,year,policy,overall_satisfaction,academic_satisfaction,social_satisfaction,diversity_satisfaction,career_prep_satisfaction
1030,2020,Race-Conscious Admissions,3,2,1,4,5
1031,2020,Race-Conscious Admissions,3,2,3,2,5
1032,2020,Race-Conscious Admissions,2,2,4,4,1
1033,2020,Race-Conscious Admissions,2,2,2,3,1
1034,2020,Race-Conscious Admissions,3,4,2,4,3
1035,2020,Race-Conscious Admissions,2,1,4,5,1
1036,2020,Race-Conscious Admissions,2,3,2,3,3
1037,2020,Race-Conscious Admissions,3,2,2,4,5
1038,2020,Race-Conscious Admissions,3,3,3,3,3
1039,2020,Race-Conscious Admissions,2,5,1,4,1
1040,2020,Race-Conscious Admissions,5,4,2,5,5
1041,2020,Race-Conscious Admissions,1,1,1,4,1
1042,2020,Race-Conscious Admissions,3,3,3,5,3
1043,2020,Race-Conscious Admissions,3,5,1,4,1
1044,2020,Race-Conscious Admissions,2,1,3,3,3
1045,2020,Race-Conscious Admissions,3,2,4,4,2
1046,2020,Race-Conscious Admissions,2,3,1,3,3
1047,2020,Race-Conscious Admissions,3,1,2,4,5
1048,2020,Race-Conscious Admissions,4,3,5,5,4
1049,2020,Race-Conscious Admissions,3,3,1,4,5
1050,2020,Race-Conscious Admissions,2,1,3,1,3
1051,2020,Race-Conscious Admissions,4,5,4,3,3
1052,2020,Race-Conscious Admissions,2,3,2,4,1
1053,2020,Race-Conscious Admissions,3,2,2,4,4
1054,2020,Race-Conscious Admissions,1,2,2,2,1
1055,2020,Race-Conscious Admissions,4,5,3,3,3
1056,2020,Race-Conscious Admissions,2,1,2,2,4
1057,2020,Race-Conscious Admissions,4,3,4,3,4
1058,2020,Race-Conscious Admissions,2,4,1,3,1
1059,2020,Race-Conscious Admissions,2,2,1,3,4
1060,2020,Race-Conscious Admissions,3,2,4,4,1
1061,2020,Race-Conscious Admissions,3,4,2,3,4
1062,2020,Race-Conscious Admissions,3,3,2,2,4
1063,2020,Race-Conscious Admissions,5,4,4,4,5
1064,2020,Race-Conscious Admissions,3,4,3,3,5
1065,2020,Race-Conscious Admissions,2,5,1,2,1
1066,2020,Race-Conscious Admissions,4,3,2,5,4
1067,2020,Race-Conscious Admissions,2,5,2,2,1
1068,2020,Race-Conscious Admissions,3,3,1,3,5
1069,2020,Race-Conscious Admissions,4,4,2,5,4
1070,2020,Race-Conscious Admissions,3,3,3,4,3
1071,2020,Race-Conscious Admissions,3,3,2,4,5
1072,2020,Race-Conscious Admissions,3,4,2,4,1
1073,2020,Race-Conscious Admissions,5,5,4,5,5
1074,2020,Race-Conscious Admissions,2,3,4,4,1
1075,2020,Race-Conscious Admissions,2,4,1,4,1
1076,2020,Race-Conscious Admissions,4,5,2,4,4
1077,2020,Race-Conscious Admissions,4,5,3,4,3
1078,2020,Race-Conscious Admissions,3,2,3,4,3
1079,2020,Race-Conscious Admissions,2,5,1,4,1
1080,2020,Race-Conscious Admissions,4,2,4,5,5
1081,2020,Race-Conscious Admissions,3,2,2,3,5
1082,2020,Race-Conscious Admissions,5,5,5,4,5
1083,2020,Race-Conscious Admissions,2,1,3,4,2
1084,2020,Race-Conscious Admissions,2,2,4,3,1
1085,2020,Race-Conscious Admissions,3,1,1,5,5
1086,2020,Race-Conscious Admissions,3,5,2,2,2
1087,2020,Race-Conscious Admissions,3,3,2,3,4
1088,2020,Race-Conscious Admissions,2,2,3,1,1
1089,2020,Race-Conscious Admissions,3,5,1,2,1
1090,2020,Race-Conscious Admissions,4,3,2,4,5
1091,2020,Race-Conscious Admissions,2,2,1,3,2
1092,2020,Race-Conscious Admissions,2,1,1,4,3
1093,2020,Race-Conscious Admissions,4,4,2,3,5
1094,2020,Race-Conscious Admissions,3,2,3,3,5
1095,2020,Race-Conscious Admissions,3,5,1,4,3
1096,2020,Race-Conscious Admissions,3,3,4,3,4
1097,2020,Race-Conscious Admissions,3,5,1,4,2
1098,2020,Race-Conscious Admissions,4,4,2,5,3
1099,2020,Race-Conscious Admissions,3,2,4,3,4
1100,2020,Race-Conscious Admissions,4,4,4,3,4
1101,2020,Race-Conscious Admissions,1,1,3,2,1
1102,2020,Race-Conscious Admissions,2,4,1,2,3
1103,2020,Race-Conscious Admissions,3,4,2,3,2
1104,2020,Race-Conscious Admissions,4,2,2,3,5
1105,2020,Race-Conscious Admissions,3,3,1,3,5
1106,2020,Race-Conscious Admissions,3,5,2,2,1
1107,2020,Race-Conscious Admissions,3,3,2,3,4
1108,2020,Race-Conscious Admissions,3,4,2,4,2
1109,2020,Race-Conscious Admissions,4,5,3,4,4
1110,2020,Race-Conscious Admissions,3,2,3,4,1
1111,2020,Race-Conscious Admissions,3,3,2,2,4
1112,2020,Race-Conscious Admissions,4,4,3,4,5
1113,2020,Race-Conscious Admissions,2,1,2,4,2
1114,2020,Race-Conscious Admissions,3,5,2,3,1
1115,2020,Race-Conscious Admissions,3,4,1,3,4
1116,2020,Race-Conscious Admissions,3,5,4,2,1
1117,2020,Race-Conscious Admissions,2,3,2,1,1
1118,2020,Race-Conscious Admissions,3,2,4,2,5
1119,2020,Race-Conscious Admissions,1,4,1,4,1
1120,2020,Race-Conscious Admissions,1,1,1,4,1
1121,2020,Race-Conscious Admissions,2,3,2,2,1
1122,2020,Race-Conscious Admissions,3,4,3,2,4
1123,2020,Race-Conscious Admissions,3,2,3,3,3
1124,2020,Race-Conscious Admissions,3,5,3,4,1
1125,2020,Race-Conscious Admissions,1,2,1,4,1
1126,2020,Race-Conscious Admissions,3,3,4,4,1
1127,2020,Race-Conscious Admissions,3,5,1,5,1
1128,2020,Race-Conscious Admissions,1,1,1,4,1
1129,2020,Race-Conscious Admissions,4,4,2,3,5
1130,2020,Race-Conscious Admissions,3,2,1,4,5
1131,2020,Race-Conscious Admissions,2,1,3,3,2
1132,2020,Race-Conscious Admissions,2,3,1,4,1
1133,2020,Race-Conscious Admissions,2,2,2,3,3
1134,2020,Race-Conscious Admissions,2,1,3,4,2
1135,2020,Race-Conscious Admissions,4,2,2,4,5
1136,2020,Race-Conscious Admissions,4,2,2,5,5
1137,2020,Race-Conscious Admissions,4,5,4,3,4
1138,2020,Race-Conscious Admissions,3,4,2,3,4
1139,2020,Race-Conscious Admissions,3,3,1,4,2
1140,2020,Race-Conscious Admissions,1,1,1,4,1
1141,2020,Race-Conscious Admissions,3,4,2,5,2
1142,2020,Race-Conscious Admissions,4,5,3,2,4
1143,2020,Race-Conscious Admissions,2,3,3,3,1
1144,2020,Race-Conscious Admissions,1,1,1,3,2
1145,2020,Race-Conscious Admissions,3,1,3,3,5
1146,2020,Race-Conscious Admissions,2,2,1,3,2
1147,2020,Race-Conscious Admissions,3,5,1,4,2
1148,2020,Race-Conscious Admissions,4,5,1,3,5
1149,2020,Race-Conscious Admissions,2,2,1,4,2
1150,2020,Race-Conscious Admissions,2,4,1,4,1
1151,2020,Race-Conscious Admissions,3,3,5,3,2
1152,2020,Race-Conscious Admissions,3,4,3,3,4
1153,2020,Race-Conscious Admissions,2,2,1,4,4
1154,2020,Race-Conscious Admissions,2,3,1,4,2
1155,2020,Race-Conscious Admissions,2,3,2,2,1
1156,2020,Race-Conscious Admissions,3,3,1,5,2
1157,2020,Race-Conscious Admissions,2,1,1,2,5
1158,2020,Race-Conscious Admissions,3,5,1,3,3
1159,2020,Race-Conscious Admissions,2,2,3,5,1
1160,2020,Race-Conscious Admissions,1,3,2,3,1
1161,2020,Race-Conscious Admissions,3,4,1,4,1
1162,2020,Race-Conscious Admissions,3,3,3,4,2
1163,2020,Race-Conscious Admissions,3,4,1,3,5
1164,2020,Race-Conscious Admissions,2,2,2,3,1
1165,2020,Race-Conscious Admissions,3,2,4,4,1
1166,2020,Race-Conscious Admissions,3,3,2,3,5
1167,2020,Race-Conscious Admissions,2,2,1,1,4
1168,2020,Race-Conscious Admissions,3,1,2,2,5
1169,2020,Race-Conscious Admissions,4,3,3,5,4
1170,2020,Race-Conscious Admissions,3,1,4,5,2
1171,2020,Race-Conscious Admissions,4,2,3,5,5
1172,2020,Race-Conscious Admissions,3,3,1,4,4
1173,2020,Race-Conscious Admissions,3,3,2,4,3
1174,2020,Race-Conscious Admissions,3,3,2,2,2
1175,2020,Race-Conscious Admissions,2,3,1,2,3
1176,2020,Race-Conscious Admissions,3,3,2,3,2
1177,2020,Race-Conscious Admissions,1,2,2,2,1
1178,2020,Race-Conscious Admissions,3,2,2,4,5
1179,2020,Race-Conscious Admissions,2,1,2,4,2
1180,2020,Race-Conscious Admissions,3,3,2,2,5
1181,2020,Race-Conscious Admissions,2,3,2,3,2
1182,2020,Race-Conscious Admissions,4,5,2,3,5
1183,2020,Race-Conscious Admissions,3,3,3,5,2
1184,2020,Race-Conscious Admissions,3,2,2,3,5
1185,2020,Race-Conscious Admissions,2,2,2,2,1
1186,2020,Race-Conscious Admissions,2,5,2,1,2
1187,2020,Race-Conscious Admissions,3,5,2,4,1
1188,2020,Race-Conscious Admissions,2,4,1,3,1
1189,2020,Race-Conscious Admissions,1,1,3,4,1
1190,2020,Race-Conscious Admissions,4,4,1,5,4
1191,2020,Race-Conscious Admissions,2,1,3,3,2
1192,2020,Race-Conscious Admissions,3,2,3,2,5
1193,2020,Race-Conscious Admissions,2,4,3,4,1
1194,2020,Race-Conscious Admissions,3,2,1,3,5
1195,2020,Race-Conscious Admissions,3,5,1,3,2
1196,2020,Race-Conscious Admissions,3,1,2,2,5
1197,2020,Race-Conscious Admissions,3,2,3,4,3
1198,2020,Race-Conscious Admissions,3,3,2,3,4
1199,2020,Race-Conscious Admissions,2,5,1,3,1
1200,2020,Race-Conscious Admissions,3,1,3,4,1
1201,2020,Race-Conscious Admissions,3,3,2,5,3
1202,2020,Race-Conscious Admissions,3,4,2,3,3
1203,2020,Race-Conscious Admissions,3,3,2,3,3
1204,2020,Race-Conscious Admissions,3,2,2,4,2
1205,2020,Race-Conscious Admissions,2,1,3,3,2
1206,2020,Race-Conscious Admissions,4,5,1,2,5
1207,2020,Race-Conscious Admissions,4,4,2,4,5
1208,2020,Race-Conscious Admissions,3,4,3,3,4
1209,2020,Race-Conscious Admissions,3,3,2,2,4
1210,2020,Race-Conscious Admissions,3,2,3,5,2
1211,2020,Race-Conscious Admissions,3,5,1,4,3
1212,2020,Race-Conscious Admissions,5,5,5,4,3
1213,2020,Race-Conscious Admissions,2,1,4,3,1
1214,2020,Race-Conscious Admissions,4,3,4,5,3
1215,2020,Race-Conscious Admissions,3,4,2,4,2
1216,2020,Race-Conscious Admissions,2,3,3,2,1
1217,2020,Race-Conscious Admissions,2,2,3,2,3
1218,2020,Race-Conscious Admissions,3,3,4,3,3
1219,2020,Race-Conscious Admissions,2,1,2,4,3
1220,2020,Race-Conscious Admissions,1,1,2,3,1
1221,2020,Race-Conscious Admissions,3,3,3,4,4
1222,2020,Race-Conscious Admissions,2,3,4,4,1
1223,2020,Race-Conscious Admissions,4,2,3,5,4
1224,2020,Race-Conscious Admissions,2,1,1,5,3
1225,2020,Race-Conscious Admissions,3,3,4,3,2
1226,2020,Race-Conscious Admissions,2,3,2,1,1
1227,2020,Race-Conscious Admissions,2,3,1,4,2
1228,2020,Race-Conscious Admissions,4,4,1,5,5
1229,2020,Race-Conscious Admissions,3,2,4,5,1
1230,2020,Race-Conscious Admissions,2,2,1,2,3
1231,2020,Race-Conscious Admissions,2,1,2,4,2
1232,2020,Race-Conscious Admissions,2,2,3,3,1
1233,2020,Race-Conscious Admissions,2,2,3,1,3
1234,2020,Race-Conscious Admissions,2,4,1,3,1
1235,2020,Race-Conscious Admissions,4,5,2,4,2
1236,2020,Race-Conscious Admissions,3,4,1,4,3
1237,2020,Race-Conscious Admissions,3,5,3,4,1
1238,2020,Race-Conscious Admissions,2,2,1,3,3
1239,2020,Race-Conscious Admissions,2,1,1,2,3
1240,2020,Race-Conscious Admissions,3,2,2,4,4
1241,2020,Race-Conscious Admissions,3,1,3,4,4
1242,2020,Race-Conscious Admissions,3,3,3,3,1
1243,2020,Race-Conscious Admissions,3,5,3,4,1
1244,2020,Race-Conscious Admissions,4,4,3,1,5
1245,2020,Race-Conscious Admissions,3,5,5,2,1
1246,2020,Race-Conscious Admissions,4,5,3,4,4
1247,2020,Race-Conscious Admissions,4,5,3,3,4
1248,2020,Race-Conscious Admissions,2,2,1,4,1
1249,2020,Race-Conscious Admissions,2,1,3,3,1
1250,2020,Race-Conscious Admissions,1,1,2,3,1
1251,2020,Race-Conscious Admissions,4,4,2,5,5
1252,2020,Race-Conscious Admissions,2,2,1,1,2
1253,2020,Race-Conscious Admissions,3,5,1,3,2
1254,2020,Race-Conscious Admissions,2,1,2,5,1
1255,2020,Race-Conscious Admissions,1,3,1,2,1
1256,2020,Race-Conscious Admissions,2,3,1,4,1
1257,2020,Race-Conscious Admissions,5,5,4,5,2
1258,2020,Race-Conscious Admissions,3,3,1,4,2
1259,2020,Race-Conscious Admissions,3,2,3,2,5
1260,2020,Race-Conscious Admissions,1,3,1,4,1
1261,2020,Race-Conscious Admissions,4,5,2,5,4
1262,2020,Race-Conscious Admissions,3,1,4,4,2
1263,2020,Race-Conscious Admissions,3,3,3,3,3
1264,2020,Race-Conscious Admissions,2,1,2,5,3
1265,2020,Race-Conscious Admissions,2,1,3,3,1
1266,2020,Race-Conscious Admissions,3,2,3,2,5
1267,2020,Race-Conscious Admissions,3,5,3,5,1
1268,2020,Race-Conscious Admissions,4,5,3,3,3
1269,2020,Race-Conscious Admissions,2,3,1,3,1
1270,2020,Race-Conscious Admissions,3,1,4,5,2
1271,2020,Race-Conscious Admissions,2,1,1,3,4
1272,2020,Race-Conscious Admissions,3,1,2,3,5
1273,2020,Race-Conscious Admissions,4,5,2,3,3
1274,2020,Race-Conscious Admissions,3,2,3,3,4
1275,2020,Race-Conscious Admissions,2,2,2,5,1
1276,2020,Race-Conscious Admissions,4,4,4,3,4
1277,2020,Race-Conscious Admissions,3,3,2,4,2
1278,2020,Race-Conscious Admissions,3,4,2,3,3
1279,2020,Race-Conscious Admissions,3,5,2,4,1
1280,2020,Race-Conscious Admissions,3,5,1,3,1
1281,2020,Race-Conscious Admissions,4,3,4,3,4
1282,2020,Race-Conscious Admissions,3,2,1,5,4
1283,2020,Race-Conscious Admissions,3,1,2,4,4
1284,2020,Race-Conscious Admissions,2,1,1,3,2
1285,2020,Race-Conscious Admissions,3,1,3,4,5
1286,2020,Race-Conscious Admissions,3,1,5,4,5
1287,2020,Race-Conscious Admissions,2,4,2,1,2
1288,2020,Race-Conscious Admissions,4,5,4,3,5
1289,2020,Race-Conscious Admissions,3,2,1,5,4
1290,2020,Race-Conscious Admissions,3,3,2,5,1
1291,2020,Race-Conscious Admissions,3,1,3,3,5
1292,2020,Race-Conscious Admissions,2,3,1,2,3
1293,2020,Race-Conscious Admissions,4,5,1,3,4
1294,2020,Race-Conscious Admissions,2,4,3,3,1
1295,2020,Race-Conscious Admissions,3,4,2,2,2
1296,2020,Race-Conscious Admissions,3,2,3,4,2
1297,2020,Race-Conscious Admissions,3,2,3,2,5
1298,2020,Race-Conscious Admissions,3,3,1,5,3
1299,2020,Race-Conscious Admissions,2,3,1,4,2
1300,2020,Race-Conscious Admissions,2,4,4,3,1
1301,2020,Race-Conscious Admissions,2,1,1,3,2
1302,2020,Race-Conscious Admissions,1,4,1,2,1
1303,2020,Race-Conscious Admissions,3,4,2,3,2
1304,2020,Race-Conscious Admissions,2,3,2,4,1
1305,2020,Race-Conscious Admissions,2,2,1,4,1
1306,2020,Race-Conscious Admissions,3,3,1,4,3
1307,2020,Race-Conscious Admissions,4,2,4,5,4
1308,2020,Race-Conscious Admissions,3,2,1,3,4
1309,2020,Race-Conscious Admissions,3,5,1,3,3
1310,2020,Race-Conscious Admissions,4,5,2,3,3
1311,2020,Race-Conscious Admissions,3,2,2,3,5
1312,2020,Race-Conscious Admissions,3,5,1,4,1
1313,2020,Race-Conscious Admissions,2,1,2,4,1
1314,2020,Race-Conscious Admissions,1,1,2,3,1
1315,2020,Race-Conscious Admissions,3,4,2,3,2
1316,2020,Race-Conscious Admissions,2,2,2,3,1
1317,2020,Race-Conscious Admissions,2,1,1,3,5
1318,2020,Race-Conscious Admissions,2,1,1,2,4
1319,2020,Race-Conscious Admissions,3,3,1,5,2
1320,2020,Race-Conscious Admissions,2,3,1,4,1
1321,2020,Race-Conscious Admissions,3,5,2,5,2
1322,2020,Race-Conscious Admissions,3,5,3,5,1
1323,2020,Race-Conscious Admissions,4,5,2,4,3
1324,2020,Race-Conscious Admissions,3,4,2,5,2
1325,2020,Race-Conscious Admissions,3,3,3,4,4
1326,2020,Race-Conscious Admissions,3,4,3,5,1
1327,2020,Race-Conscious Admissions,2,1,3,2,1
1328,2020,Race-Conscious Admissions,2,3,1,3,1
1329,2020,Race-Conscious Admissions,2,1,2,5,1
1330,2020,Race-Conscious Admissions,2,1,3,2,1
1331,2020,Race-Conscious Admissions,3,1,4,4,3
1332,2020,Race-Conscious Admissions,2,1,1,4,3
1333,2020,Race-Conscious Admissions,3,2,2,4,5
1334,2020,Race-Conscious Admissions,3,3,3,3,2
1335,2020,Race-Conscious Admissions,4,5,3,4,2
1336,2020,Race-Conscious Admissions,3,4,1,2,4
1337,2020,Race-Conscious Admissions,2,2,2,4,1
1338,2020,Race-Conscious Admissions,2,1,2,5,1
1339,2020,Race-Conscious Admissions,2,1,2,3,2
1340,2020,Race-Conscious Admissions,3,1,4,3,3
1341,2020,Race-Conscious Admissions,2,2,1,4,2
1342,2020,Race-Conscious Admissions,3,4,2,5,1
1343,2020,Race-Conscious Admissions,3,3,2,5,4
1344,2020,Race-Conscious Admissions,2,4,2,1,3
1345,2020,Race-Conscious Admissions,2,1,4,1,2
1346,2020,Race-Conscious Admissions,3,5,1,5,3
1347,2020,Race-Conscious Admissions,2,1,2,4,1
1348,2020,Race-Conscious Admissions,3,1,1,4,5
1349,2020,Race-Conscious Admissions,2,2,1,2,3
1350,2020,Race-Conscious Admissions,2,2,1,3,2
1351,2020,Race-Conscious Admissions,4,1,5,5,4
1352,2020,Race-Conscious Admissions,4,5,3,3,3
1353,2020,Race-Conscious Admissions,4,1,1,4,5
1354,2020,Race-Conscious Admissions,2,2,1,4,4
1355,2020,Race-Conscious Admissions,3,4,1,3,4
1356,2020,Race-Conscious Admissions,2,2,2,1,2
1357,2020,Race-Conscious Admissions,4,5,3,3,4
1358,2020,Race-Conscious Admissions,2,1,1,5,1
1359,2020,Race-Conscious Admissions,3,3,1,4,3
1360,2020,Race-Conscious Admissions,3,4,3,3,3
1361,2020,Race-Conscious Admissions,4,5,2,3,5
1362,2020,Race-Conscious Admissions,3,5,3,3,3
1363,2020,Race-Conscious Admissions,2,4,2,3,1
1364,2020,Race-Conscious Admissions,3,3,1,4,4
1365,2020,Race-Conscious Admissions,1,2,1,4,1
1366,2020,Race-Conscious Admissions,3,2,3,4,3
1367,2020,Race-Conscious Admissions,2,1,2,2,5
1368,2020,Race-Conscious Admissions,3,3,1,3,3
1369,2020,Race-Conscious Admissions,2,2,2,3,1
1370,2020,Race-Conscious Admissions,4,5,3,4,2
1371,2020,Race-Conscious Admissions,2,1,2,2,3
1372,2020,Race-Conscious Admissions,4,4,3,3,4
1373,2020,Race-Conscious Admissions,3,1,2,4,4
1374,2020,Race-Conscious Admissions,5,5,2,5,5
1375,2020,Race-Conscious Admissions,3,3,1,3,4
1376,2020,Race-Conscious Admissions,3,4,3,4,3
1377,2020,Race-Conscious Admissions,4,2,2,5,5
1378,2020,Race-Conscious Admissions,4,4,2,5,5
1379,2020,Race-Conscious Admissions,2,2,2,2,3
1380,2020,Race-Conscious Admissions,2,1,2,4,1
1381,2020,Race-Conscious Admissions,1,1,1,4,1
1382,2020,Race-Conscious Admissions,3,4,3,2,3
1383,2020,Race-Conscious Admissions,3,2,1,4,5
1384,2020,Race-Conscious Admissions,1,1,1,2,4
1385,2020,Race-Conscious Admissions,2,3,3,4,1
1386,2020,Race-Conscious Admissions,3,3,1,5,2
1387,2020,Race-Conscious Admissions,2,2,1,3,2
1388,2020,Race-Conscious Admissions,2,2,1,2,1
1389,2020,Race-Conscious Admissions,3,4,1,4,2
1390,2020,Race-Conscious Admissions,3,3,3,2,3
1391,2020,Race-Conscious Admissions,4,3,2,5,5
1392,2020,Race-Conscious Admissions,3,2,2,4,3
1393,2020,Race-Conscious Admissions,3,4,1,2,5
1394,2020,Race-Conscious Admissions,2,5,2,2,1
1395,2020,Race-Conscious Admissions,3,4,2,3,2
1396,2020,Race-Conscious Admissions,3,5,2,4,2
1397,2020,Race-Conscious Admissions,4,5,2,4,4
1398,2020,Race-Conscious Admissions,1,1,1,2,2
1399,2020,Race-Conscious Admissions,2,1,2,3,3
1400,2020,Race-Conscious Admissions,4,4,3,4,4
1401,2020,Race-Conscious Admissions,2,4,1,3,1
1402,2020,Race-Conscious Admissions,4,2,4,3,5
1403,2020,Race-Conscious Admissions,3,1,3,4,3
1404,2020,Race-Conscious Admissions,3,1,3,2,4
1405,2020,Race-Conscious Admissions,2,2,3,3,1
1406,2020,Race-Conscious Admissions,2,2,1,4,1
1407,2020,Race-Conscious Admissions,2,1,1,3,3
1408,2020,Race-Conscious Admissions,2,2,1,3,3
1409,2020,Race-Conscious Admissions,4,1,4,4,5
1410,2020,Race-Conscious Admissions,3,2,1,4,3
1411,2020,Race-Conscious Admissions,3,3,2,4,3
1412,2020,Race-Conscious Admissions,3,4,4,3,2
1413,2020,Race-Conscious Admissions,4,4,1,5,5
1414,2020,Race-Conscious Admissions,2,5,1,4,1
1415,2020,Race-Conscious Admissions,3,2,3,3,5
1416,2020,Race-Conscious Admissions,4,5,3,2,4
1417,2020,Race-Conscious Admissions,3,5,2,3,1
1418,2020,Race-Conscious Admissions,4,3,3,4,4
1419,2020,Race-Conscious Admissions,2,3,2,5,1
1420,2020,Race-Conscious Admissions,4,3,3,5,4
1421,2020,Race-Conscious Admissions,2,2,1,3,1
1422,2020,Race-Conscious Admissions,3,3,5,4,1
1423,2020,Race-Conscious Admissions,2,1,3,2,3
1424,2020,Race-Conscious Admissions,2,2,1,3,2
1425,2020,Race-Conscious Admissions,4,4,3,3,3
1426,2020,Race-Conscious Admissions,3,4,3,4,1
1427,2020,Race-Conscious Admissions,3,1,3,5,2
1428,2020,Race-Conscious Admissions,2,3,4,2,2
1429,2020,Race-Conscious Admissions,4,3,3,3,4
1430,2020,Race-Conscious Admissions,4,5,1,4,5
1431,2020,Race-Conscious Admissions,3,2,1,4,5
1432,2020,Race-Conscious Admissions,2,4,3,3,1
1433,2020,Race-Conscious Admissions,3,5,4,2,3
1434,2020,Race-Conscious Admissions,5,5,4,5,5
1435,2020,Race-Conscious Admissions,4,4,1,5,4
1436,2020,Race-Conscious Admissions,4,5,3,4,2
1437,2020,Race-Conscious Admissions,3,3,1,4,4
1438,2020,Race-Conscious Admissions,2,1,2,2,3
1439,2020,Race-Conscious Admissions,4,5,3,3,4
1440,2020,Race-Conscious Admissions,3,5,1,4,2
1441,2020,Race-Conscious Admissions,3,5,1,5,2
1442,2020,Race-Conscious Admissions,3,4,3,2,3
1443,2020,Race-Conscious Admissions,1,3,1,3,1
1444,2020,Race-Conscious Admissions,4,3,2,4,5
1445,2020,Race-Conscious Admissions,2,1,1,3,4
1446,2020,Race-Conscious Admissions,3,5,2,5,2
1447,2020,Race-Conscious Admissions,4,4,1,5,5
1448,2020,Race-Conscious Admissions,4,3,3,4,4
1449,2020,Race-Conscious Admissions,2,3,1,2,3
1450,2020,Race-Conscious Admissions,3,4,4,3,2
1451,2020,Race-Conscious Admissions,4,3,2,3,5
1452,2020,Race-Conscious Admissions,4,3,2,5,5
1453,2020,Race-Conscious Admissions,4,4,3,5,4
1454,2020,Race-Conscious Admissions,4,5,4,4,2
1455,2020,Race-Conscious Admissions,2,3,4,1,1
1456,2020,Race-Conscious Admissions,3,2,3,4,4
1457,2020,Race-Conscious Admissions,2,1,1,3,5
1458,2020,Race-Conscious Admissions,2,3,1,3,3
1459,2020,Race-Conscious Admissions,4,4,4,3,5
1460,2020,Race-Conscious Admissions,2,2,1,3,4
1461,2020,Race-Conscious Admissions,4,4,5,3,4
1462,2020,Race-Conscious Admissions,3,4,1,3,4
1463,2020,Race-Conscious Admissions,4,3,2,4,5
1464,2020,Race-Conscious Admissions,3,5,1,4,1
1465,2020,Race-Conscious Admissions,3,4,2,3,3
1466,2020,Race-Conscious Admissions,2,1,2,2,5
1467,2020,Race-Conscious Admissions,3,1,3,5,2
1468,2020,Race-Conscious Admissions,3,1,3,5,5
1469,2020,Race-Conscious Admissions,2,2,2,4,1
1470,2020,Race-Conscious Admissions,3,3,3,4,1
1471,2020,Race-Conscious Admissions,3,3,2,2,4
1472,2020,Race-Conscious Admissions,3,4,4,2,2
1473,2020,Race-Conscious Admissions,2,1,3,4,2
1474,2020,Race-Conscious Admissions,2,2,3,3,2
1475,2020,Race-Conscious Admissions,3,3,2,2,4
1476,2020,Race-Conscious Admissions,2,3,2,3,1
1477,2020,Race-Conscious Admissions,2,2,1,2,3
1478,2020,Race-Conscious Admissions,3,3,3,4,2
1479,2020,Race-Conscious Admissions,2,3,2,4,1
1480,2020,Race-Conscious Admissions,3,3,3,4,3
1481,2020,Race-Conscious Admissions,1,1,1,2,1
1482,2020,Race-Conscious Admissions,3,3,2,4,4
1483,2020,Race-Conscious Admissions,4,5,3,4,2
1484,2020,Race-Conscious Admissions,3,2,2,4,4
1485,2020,Race-Conscious Admissions,3,3,2,3,2
1486,2020,Race-Conscious Admissions,2,2,3,3,1
1487,2020,Race-Conscious Admissions,3,3,2,3,5
1488,2020,Race-Conscious Admissions,2,3,2,3,1
1489,2020,Race-Conscious Admissions,1,2,1,3,1
1490,2020,Race-Conscious Admissions,1,1,1,2,1
1491,2020,Race-Conscious Admissions,1,1,1,3,1
1492,2020,Race-Conscious Admissions,3,5,2,4,1
1493,2020,Race-Conscious Admissions,3,5,3,4,2
1494,2020,Race-Conscious Admissions,4,5,3,3,4
1495,2020,Race-Conscious Admissions,4,5,5,3,2
1496,2020,Race-Conscious Admissions,3,3,2,4,5
1497,2020,Race-Conscious Admissions,3,2,2,3,5
1498,2020,Race-Conscious Admissions,2,4,1,2,2
1499,2020,Race-Conscious Admissions,3,3,2,4,4
1500,2020,Race-Conscious Admissions,3,4,4,3,1
1501,2020,Race-Conscious Admissions,2,1,4,3,2
1502,2020,Race-Conscious Admissions,3,5,2,3,1
1503,2020,Race-Conscious Admissions,3,4,2,3,1
1504,2020,Race-Conscious Admissions,4,5,4,4,4
1505,2020,Race-Conscious Admissions,2,1,3,4,1
1506,2020,Race-Conscious Admissions,4,3,4,4,5
1507,2020,Race-Conscious Admissions,3,3,4,3,2
1508,2020,Race-Conscious Admissions,2,2,1,3,3
1509,2020,Race-Conscious Admissions,2,3,1,4,1
1510,2020,Race-Conscious Admissions,2,1,1,2,3
1511,2020,Race-Conscious Admissions,3,2,2,4,4
1512,2020,Race-Conscious Admissions,3,5,1,3,3
1513,2020,Race-Conscious Admissions,3,5,2,3,1
1514,2020,Race-Conscious Admissions,3,2,3,1,5
1515,2020,Race-Conscious Admissions,2,1,1,5,2
1516,2020,Race-Conscious Admissions,2,2,2,3,1
1517,2020,Race-Conscious Admissions,3,4,3,3,3
1518,2020,Race-Conscious Admissions,2,2,1,2,3
1519,2020,Race-Conscious Admissions,4,4,2,3,5
1520,2020,Race-Conscious Admissions,3,2,2,4,3
1521,2020,Race-Conscious Admissions,2,3,1,4,4
1522,2020,Race-Conscious Admissions,2,3,3,2,2
1523,2020,Race-Conscious Admissions,2,3,2,3,2
1524,2020,Race-Conscious Admissions,3,3,4,4,2
1525,2020,Race-Conscious Admissions,3,1,2,4,4
1526,2020,Race-Conscious Admissions,2,3,2,4,1
1527,2020,Race-Conscious Admissions,5,4,4,5,5
